 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve
139,53,3,3,7,25,11,66
121,52,4,4,8,27,11,58
106,35,4,7,6,20,13,105
123,49,4,4,6,18,13,116
91,37,4,7,5,19,13,121
93,46,4,4,5,17,14,149
120,56,4,3,5,15,15,186
130,54,3,3,6,20,13,110
118,62,4,3,7,21,11,79
119,49,4,3,6,18,13,121
126,55,4,4,22,50,6,8
109,49,4,4,13,37,7,19
153,56,3,3,7,29,11,55
137,57,3,3,6,25,12,83
104,47,4,4,5,15,17,251
147,53,3,3,6,18,13,122
131,58,4,3,6,20,12,85
143,50,4,3,133,102,3,2
100,38,4,6,5,15,17,246
129,65,4,2,16,48,7,15
104,41,4,5,5,17,18,226
99,41,4,6,6,20,13,109
130,58,4,3,9,31,9,37
121,55,4,3,10,36,9,36
151,48,3,4,7,23,10,56
103,55,4,3,5,16,17,209
122,51,4,4,5,19,15,147
122,54,4,4,7,25,12,78
147,53,3,3,7,20,11,71
123,58,3,3,7,22,11,66
153,63,3,3,10,38,9,33
113,48,4,4,5,14,17,268
124,47,4,4,7,24,10,49
140,71,3,2,4,12,27,695
143,68,3,3,8,32,11,54
101,39,4,6,6,21,12,94
105,35,4,7,7,22,12,77
125,47,3,4,6,19,12,94
131,56,4,3,11,39,9,29
123,60,4,3,6,21,13,105
133,57,3,3,6,21,12,85
92,42,4,5,5,17,17,189
152,48,3,4,5,17,15,182
142,49,3,3,5,14,17,266
114,53,4,3,7,23,11,72
86,44,4,5,6,18,12,101
125,44,4,4,11,35,8,28
126,54,3,3,6,19,13,117
167,62,2,4,4,15,21,355
138,48,3,4,7,23,10,58
141,55,3,3,13,44,8,23
137,64,3,3,183,52,2,5
142,62,3,3,7,26,11,74
117,50,4,4,9,27,9,35
98,45,4,5,7,21,11,77
124,48,4,4,6,25,12,79
113,44,4,4,10,34,9,32
142,55,4,3,6,20,13,122
116,49,4,4,6,19,12,91
136,53,3,3,10,36,9,37
144,61,3,3,19,56,7,15
143,70,3,2,6,25,12,83
119,55,4,3,7,28,11,57
98,43,4,5,6,21,12,88
143,53,4,3,6,16,14,162
131,52,4,3,7,24,11,71
114,52,4,3,5,19,14,130
158,52,3,4,14,45,8,20
115,51,4,4,6,19,13,119
34,39,8,28,77,66,4,4
116,53,4,3,5,15,17,266
147,53,3,3,14,47,8,20
116,48,3,4,6,24,12,83
151,56,3,4,7,28,12,73
131,54,4,3,66,91,4,3
151,49,3,4,6,21,12,83
110,55,4,3,9,30,10,44
113,54,4,4,5,18,15,162
175,47,3,5,5,12,26,632
126,51,4,3,5,17,13,128
118,53,4,3,5,19,14,117
141,68,3,2,26,58,6,9
100,50,4,4,6,17,14,146
82,47,4,5,5,17,18,232
102,58,4,4,7,22,12,84
114,45,4,4,4,13,25,517
145,53,3,4,6,19,13,118
115,49,4,3,5,18,14,148
127,58,4,3,8,26,10,54
121,50,4,3,6,19,13,107
109,53,4,4,5,18,17,204
125,53,4,3,8,29,11,57
151,49,3,4,14,44,7,18
118,47,3,4,6,20,12,90
116,55,4,4,6,26,12,77
93,39,4,6,5,18,16,185
131,51,4,3,5,18,14,135
133,48,3,4,5,15,16,243
114,54,4,3,5,19,14,141
126,55,3,3,115,75,3,2
112,46,4,4,6,19,13,113
166,71,3,3,4,14,25,487
162,63,3,3,4,15,22,391
105,47,4,5,7,22,11,76
135,55,3,3,5,16,15,173
109,44,4,5,8,25,10,57
117,58,4,3,6,24,13,97
136,61,3,3,23,63,6,10
122,52,4,3,18,49,7,13
154,54,3,3,8,31,11,60
129,46,4,4,12,39,8,22
101,42,4,5,6,23,12,81
79,62,5,4,53,71,5,4
122,55,4,3,6,20,13,109
133,51,3,4,6,20,13,115
125,57,3,3,6,24,12,80
118,46,4,4,6,21,13,101
119,55,4,3,5,15,16,214
105,52,4,4,5,19,15,157
109,59,4,3,6,22,12,88
152,47,3,4,10,35,9,29
80,43,4,6,5,22,14,119
128,48,4,4,58,83,4,3
106,49,4,4,7,25,11,66
113,50,4,4,6,18,12,105
120,51,4,4,6,21,13,96
128,51,4,4,7,26,11,73
112,50,4,4,7,21,11,81
102,40,4,5,5,18,15,148
136,57,3,3,12,41,8,24
105,53,4,4,6,19,14,126
124,55,4,4,26,62,6,8
48,34,8,31,34,65,6,7
70,37,5,10,5,16,15,182
136,54,4,3,6,17,14,166
114,51,4,3,5,15,17,242
115,61,4,3,172,95,2,3
112,49,4,4,8,25,10,48
132,41,4,5,5,18,13,118
107,49,4,4,8,29,10,56
94,50,4,4,9,30,9,37
146,54,3,4,5,17,17,205
117,48,4,4,6,18,13,127
138,62,3,3,8,28,10,47
107,54,4,3,5,18,15,151
133,51,4,4,7,24,10,57
101,49,4,4,9,28,9,34
154,56,3,3,6,18,13,118
142,52,4,3,12,42,8,26
142,64,3,3,5,15,15,197
142,62,3,3,6,24,12,80
114,53,4,4,6,17,13,120
120,51,4,3,7,24,10,58
103,54,4,4,5,20,15,157
100,46,4,5,13,43,8,23
129,53,4,3,5,15,16,227
117,52,4,4,6,20,13,97
122,53,3,3,6,21,12,81
118,48,4,4,5,19,17,182
117,59,4,3,7,22,11,74
156,45,3,4,7,24,10,56
131,52,4,4,7,24,12,76
124,49,4,4,7,26,11,63
119,51,4,3,5,16,16,192
85,48,4,5,6,19,11,88
106,44,4,5,6,19,13,105
139,62,3,3,11,36,9,30
82,56,5,5,7,26,10,53
49,32,8,30,38,71,5,6
109,55,4,3,6,18,13,127
87,38,4,7,5,19,16,156
113,53,4,3,5,16,16,208
134,51,4,3,5,15,17,232
123,47,4,4,6,24,12,82
111,53,4,4,6,18,14,150
100,39,4,6,5,16,15,188
82,46,5,7,12,38,8,26
119,51,4,3,92,92,4,2
121,48,4,4,5,17,15,168
89,41,4,6,6,18,14,151
91,42,4,5,7,23,11,65
99,42,4,5,6,19,11,87
137,52,4,3,7,19,11,82
131,51,4,3,6,17,13,125
147,52,3,3,8,26,11,59
123,56,4,3,4,14,20,331
150,47,3,4,7,22,11,74
104,45,4,5,6,18,13,116
121,51,4,4,6,17,13,131
117,46,4,4,7,26,12,78
117,51,4,4,4,11,32,904
105,38,4,6,5,15,17,249
130,58,4,3,8,28,11,58
107,47,4,5,5,16,17,222
92,43,4,5,6,22,12,82
135,59,3,3,5,14,19,312
82,48,5,7,141,87,3,3
148,50,4,4,7,22,11,73
112,51,4,3,5,17,13,140
130,53,4,3,10,35,9,33
104,49,4,4,7,20,11,75
123,58,3,3,6,17,14,149
121,45,4,4,7,26,11,67
138,54,4,4,10,36,9,36
121,51,4,4,12,35,8,20
139,62,4,3,8,33,11,54
122,62,4,3,12,41,8,24
131,59,4,3,8,31,10,45
124,46,4,4,5,16,16,201
130,53,3,3,8,30,10,47
115,49,4,4,7,24,12,79
116,52,4,4,4,15,21,322
130,40,3,5,4,14,20,342
121,54,3,3,5,20,14,127
133,50,4,3,6,18,12,105
122,51,4,4,6,15,15,188
140,54,3,3,6,21,12,102
115,50,4,3,6,20,13,101
123,43,4,4,7,28,10,50
91,46,4,5,6,21,12,92
127,54,4,3,8,30,10,44
116,54,4,3,5,21,14,123
124,48,4,4,6,20,12,97
107,52,4,4,6,19,14,150
110,46,4,4,5,18,15,159
111,42,4,5,6,23,12,78
100,58,4,3,7,28,10,54
111,59,4,3,6,18,13,128
113,50,4,4,6,23,12,85
109,41,4,5,6,17,13,131
123,50,4,4,6,19,12,109
147,52,3,4,6,16,14,182
99,55,4,4,5,17,16,180
128,52,3,3,6,18,13,122
114,68,4,3,8,27,10,51
138,52,3,3,7,23,11,65
99,41,4,5,5,16,15,174
137,51,4,4,7,26,11,56
121,52,4,3,6,18,12,111
127,61,3,3,8,26,10,47
78,42,4,6,5,17,16,184
125,47,4,4,26,57,6,7
114,56,4,3,60,76,4,2
130,59,4,3,7,23,10,59
114,53,4,3,5,18,14,135
110,53,4,3,6,24,12,87
133,48,4,3,6,22,13,98
129,56,4,3,4,14,22,392
97,43,5,6,5,18,15,155
165,45,3,4,15,44,7,15
118,59,4,3,5,17,19,263
132,48,3,4,5,19,15,144
108,47,4,4,5,15,18,268
128,49,4,4,7,29,11,60
92,51,4,4,5,20,14,129
75,37,5,9,6,22,13,118
117,51,4,4,31,65,5,6
138,52,3,3,10,37,9,35
133,54,4,4,7,26,11,58
104,37,4,6,5,17,16,183
133,49,4,4,5,17,15,163
134,58,4,3,14,51,8,21
123,61,4,3,5,21,14,111
158,62,3,3,6,24,14,120
122,81,4,2,4,15,21,344
112,52,4,3,5,20,16,175
123,61,3,3,9,38,10,42
134,58,4,3,17,50,7,16
118,58,4,3,5,17,14,138
86,63,5,4,4,11,37,1144
140,63,3,3,12,42,8,27
125,56,4,3,7,27,11,59
124,50,3,3,14,45,8,21
131,55,4,3,6,21,11,78
107,53,4,4,5,15,18,254
148,61,3,3,14,46,8,23
124,47,4,4,6,20,12,98
108,44,4,5,7,24,11,70
126,61,4,3,10,37,9,28
144,51,4,3,7,23,10,51
135,48,4,4,6,19,12,106
111,50,4,4,6,18,14,144
114,57,4,3,8,28,10,49
128,48,4,4,6,21,13,108
123,62,4,3,6,19,12,97
110,47,4,4,6,22,13,94
145,59,3,3,6,28,12,75
104,49,4,4,7,28,11,67
98,46,4,5,5,19,13,111
110,43,4,4,7,26,11,59
132,49,3,4,6,23,12,84
137,55,3,3,42,77,5,5
166,56,3,4,12,41,8,26
123,49,4,4,6,21,12,84
102,40,4,6,7,23,12,87
136,51,3,4,5,17,15,173
111,48,4,4,6,20,12,102
110,47,4,4,7,27,11,59
130,53,4,3,5,19,16,183
131,46,4,4,6,22,11,77
125,56,4,3,6,20,12,94
127,47,4,4,8,28,10,46
124,52,3,4,34,66,5,5
133,61,3,3,7,30,12,72
111,51,4,4,8,27,11,58
130,61,3,3,7,23,11,74
130,61,3,3,10,37,9,31
140,59,3,3,90,69,4,3
98,39,4,6,5,17,15,166
96,49,4,4,7,22,11,76
120,51,4,4,6,22,11,75
122,49,4,4,6,20,12,90
103,48,4,4,5,16,15,181
119,54,4,3,11,37,8,24
115,52,4,4,9,31,10,44
110,52,4,3,7,27,11,68
83,36,4,8,5,14,17,272
126,55,3,3,4,12,32,828
118,53,3,3,9,30,9,41
114,45,4,5,9,33,9,38
114,48,4,4,5,16,14,168
103,51,4,4,4,14,21,346
133,57,4,3,6,17,13,135
102,49,4,4,5,17,14,150
84,40,4,7,6,20,12,95
130,55,4,3,9,32,9,36
139,52,3,3,6,18,11,94
101,44,4,5,6,21,12,87
125,59,3,3,7,27,11,61
127,52,3,4,5,16,15,169
78,44,4,5,6,26,12,84
115,47,4,4,7,26,11,63
104,47,4,4,6,21,13,97
110,38,4,6,5,16,15,172
119,52,4,3,5,17,15,155
120,59,4,3,6,21,12,93
111,48,4,4,7,29,11,54
75,41,5,7,6,21,12,80
123,50,4,4,7,22,10,56
110,55,4,3,8,26,10,57
142,51,3,3,8,29,10,53
77,40,4,7,6,21,12,86
140,60,4,3,7,28,11,56
105,51,4,4,8,28,11,56
143,41,3,5,5,16,14,169
115,51,4,3,6,24,12,89
87,43,4,5,4,12,27,617
93,49,4,5,6,24,12,80
152,59,3,3,5,15,17,224
125,54,4,3,5,17,15,150
131,46,4,4,9,35,9,36
121,36,4,6,6,20,12,85
94,44,4,5,5,15,18,253
132,52,3,3,10,36,9,34
114,47,4,4,10,35,9,33
100,47,4,5,7,24,11,71
129,57,4,3,5,21,14,114
139,53,3,3,5,13,20,369
134,50,3,4,7,21,11,70
113,40,4,5,9,29,9,42
123,62,4,3,41,69,5,4
131,55,3,3,8,30,9,38
101,43,4,5,7,23,10,58
83,46,5,6,5,18,17,206
106,53,4,4,5,20,15,145
155,49,3,4,6,19,12,97
98,68,4,3,8,36,10,50
125,57,3,3,17,42,7,13
145,49,3,4,9,32,10,43
61,39,7,18,28,61,6,9
113,47,4,4,5,15,19,293
129,55,4,3,5,18,14,152
164,65,2,4,15,49,8,19
148,74,3,2,11,41,9,28
22,49,7,16,151,70,3,3
134,76,3,2,9,31,10,42
78,79,4,3,71,85,4,3
89,39,4,7,5,18,14,140
115,55,4,3,7,22,11,65
129,59,3,3,5,17,14,146
139,51,4,3,5,19,15,147
125,55,4,3,6,18,14,136
117,55,4,3,9,32,9,39
115,48,4,4,7,20,11,83
100,39,4,6,6,23,12,79
130,60,4,3,4,12,28,693
118,52,4,4,5,16,15,182
111,48,4,4,5,20,14,125
118,50,4,3,6,22,13,98
96,50,4,4,7,27,10,49
123,51,4,4,6,22,12,87
133,52,3,4,5,21,15,133
145,58,4,3,5,17,15,170
129,55,4,3,7,25,11,70
103,50,4,4,5,15,16,236
122,53,4,3,8,29,10,51
113,48,4,4,5,17,17,217
112,46,4,4,5,17,15,169
125,47,4,4,7,25,10,48
125,49,4,4,6,18,12,104
89,40,4,6,5,17,16,177
126,58,4,3,5,17,16,173
126,55,4,3,58,73,5,4
128,54,3,3,6,21,13,102
96,39,4,6,7,20,10,66
118,50,4,4,4,13,22,417
100,46,4,4,5,17,17,202
132,60,4,3,20,55,7,11
140,60,3,3,23,60,6,10
158,48,3,4,80,98,4,2
113,59,4,3,6,18,12,108
120,59,3,3,4,15,20,309
132,56,4,3,6,19,13,111
80,42,4,6,7,26,11,66
124,63,4,3,16,52,7,17
144,49,3,4,8,29,9,41
104,52,4,4,6,18,12,111
112,51,4,3,5,15,17,248
139,59,3,3,6,24,12,82
102,55,4,3,6,24,13,92
101,41,4,5,8,27,10,51
122,48,4,4,5,19,13,109
126,47,4,4,7,28,11,63
131,51,3,3,13,42,8,19
101,46,4,4,6,21,13,114
115,42,4,5,7,25,10,52
140,50,3,3,5,18,14,142
96,41,4,6,4,15,19,260
92,39,4,6,5,15,16,208
124,55,4,3,6,19,13,122
111,41,4,5,6,20,12,100
107,44,4,4,6,17,14,148
123,46,4,5,6,21,12,89
144,51,3,3,5,20,14,130
129,57,4,3,5,19,15,150
108,56,4,3,7,27,11,68
135,50,4,3,7,25,11,68
106,47,4,4,6,24,12,84
147,56,3,3,5,17,14,157
83,44,4,5,6,19,14,122
112,47,4,4,6,20,11,83
98,41,4,6,7,20,11,76
108,49,4,4,7,22,11,79
138,49,4,4,6,22,13,96
103,43,4,5,6,21,12,95
135,56,3,3,7,25,11,73
145,59,3,3,11,38,8,24
110,47,4,4,6,19,11,77
129,48,4,4,6,18,12,110
151,48,3,4,5,14,17,262
96,42,4,5,8,27,10,49
138,57,3,3,9,32,9,32
108,39,4,5,5,16,15,191
98,52,4,4,4,13,26,565
133,50,3,4,6,23,13,99
145,49,3,4,6,18,14,125
96,38,4,6,7,24,11,64
122,61,4,3,28,63,6,7
121,45,4,4,5,14,17,261
109,47,4,5,6,20,14,126
103,48,4,4,7,28,11,61
130,51,4,3,7,28,11,59
100,47,4,4,6,21,14,130
58,36,7,20,36,63,5,6
97,45,4,5,9,34,9,36
113,59,4,3,6,19,13,115
110,50,4,4,6,18,12,116
101,45,4,5,5,18,15,155
115,53,4,3,4,14,22,367
146,53,4,3,6,20,11,84
123,61,4,3,94,91,4,2
23,50,7,17,100,65,4,3
137,63,4,3,35,69,5,5
160,46,3,4,5,19,14,132
118,44,4,4,5,15,16,215
130,49,4,4,6,19,12,89
149,53,3,3,6,19,12,104
140,39,3,5,9,28,9,35
111,44,4,4,5,14,20,352
120,53,4,4,4,12,30,790
111,59,4,3,6,23,13,90
119,47,4,4,5,19,15,150
133,52,4,4,8,25,10,49
84,41,4,6,5,17,16,179
41,34,8,29,77,86,4,3
135,50,3,4,8,25,11,63
124,55,4,3,5,16,16,210
131,57,3,3,5,18,16,181
112,48,4,4,5,16,16,200
97,48,4,5,5,17,17,196
130,49,4,4,7,24,12,82
96,50,4,4,6,23,13,105
106,43,4,5,8,26,9,43
139,48,4,4,7,22,11,82
117,44,4,4,6,20,12,87
124,48,4,4,24,59,6,8
127,47,4,4,7,28,12,72
87,40,4,7,6,20,12,87
113,60,4,3,6,21,13,97
116,54,4,3,5,16,16,195
135,49,4,4,6,17,13,135
129,63,4,3,5,19,14,129
138,56,3,3,4,16,19,258
128,53,3,3,6,17,13,132
108,48,4,4,5,19,15,160
132,53,4,4,5,14,19,336
106,56,4,3,13,39,8,20
131,58,3,3,7,20,11,76
90,39,4,6,6,20,14,121
72,38,6,12,9,35,9,38
112,52,4,4,5,16,15,175
121,47,4,4,6,17,15,167
120,53,4,3,11,37,8,24
134,48,4,4,6,23,11,75
124,40,4,5,6,20,12,90
111,44,4,4,5,19,15,148
39,37,9,33,62,73,5,4
135,53,4,3,6,18,13,113
107,51,4,4,5,15,17,243
96,51,4,4,5,19,14,143
126,62,4,3,10,36,9,31
100,48,4,4,6,19,13,107
121,56,4,3,12,37,8,24
113,48,4,4,5,19,15,148
146,51,3,3,7,20,11,77
128,46,3,4,7,22,11,73
131,52,3,3,7,27,11,61
97,38,4,6,6,17,14,136
101,57,4,4,9,32,9,41
116,50,3,4,6,22,13,111
147,52,3,4,6,21,13,97
148,52,4,4,11,36,8,23
116,52,4,3,6,22,13,93
134,65,4,3,10,29,8,31
124,52,4,4,7,25,11,65
101,41,4,5,7,25,11,60
135,49,3,3,6,19,13,110
132,49,3,3,6,21,11,72
96,48,4,4,8,26,10,51
108,44,4,5,5,14,19,311
105,58,4,3,8,25,10,49
154,43,3,5,6,22,13,95
107,50,4,4,6,18,14,128
123,59,4,3,6,26,12,74
103,54,4,4,5,18,16,182
128,52,4,3,6,25,12,82
107,46,4,4,6,20,14,138
111,51,4,4,11,33,8,24
106,46,4,4,6,24,12,80
128,59,4,3,18,52,7,13
123,50,4,3,7,25,11,69
123,54,4,3,6,21,13,112
137,49,3,4,32,69,6,6
134,53,4,3,6,19,12,93
102,45,4,5,9,28,9,36
99,51,4,4,8,27,10,48
130,45,3,4,5,19,17,194
114,49,4,4,6,21,13,112
142,58,3,3,5,16,15,173
129,58,4,3,5,21,15,141
68,41,6,13,37,67,5,6
96,51,5,5,47,78,5,4
133,55,3,3,6,18,13,118
105,56,4,3,5,18,17,203
127,51,4,3,6,19,11,84
78,38,5,11,9,35,9,33
130,49,3,4,6,18,13,121
135,45,4,4,6,24,11,68
78,40,4,7,7,27,10,53
136,64,3,3,15,46,7,16
143,46,4,4,5,15,16,223
147,58,3,3,12,40,8,20
119,46,3,4,5,22,14,121
102,53,4,4,5,19,15,144
104,42,4,5,8,31,10,46
133,51,4,3,9,30,9,35
138,58,3,3,7,28,12,82
111,61,4,3,6,23,12,86
122,53,4,3,5,16,18,254
109,56,4,3,7,27,11,64
119,41,4,5,8,27,9,44
135,49,4,4,6,23,13,91
109,55,4,3,28,63,6,7
123,47,4,4,5,17,14,141
141,53,4,3,10,35,9,33
112,56,4,3,5,17,16,174
134,49,4,4,6,17,14,158
99,45,4,5,5,20,14,138
160,46,3,5,6,18,13,118
138,56,3,3,9,29,9,39
127,53,4,3,6,19,13,114
135,52,3,3,6,21,12,82
115,54,4,4,6,21,12,87
133,39,3,6,4,13,25,507
119,53,4,4,5,19,14,120
104,50,4,4,16,47,7,17
128,45,4,4,6,19,13,112
133,56,3,3,5,16,16,201
89,38,5,7,6,23,12,80
129,48,4,4,7,22,10,51
88,42,4,5,5,19,16,176
168,45,3,5,5,15,18,268
127,51,4,4,5,17,14,134
112,55,4,3,6,20,11,80
98,55,5,5,6,21,13,110
106,45,4,5,7,26,10,54
124,50,4,3,5,16,16,214
126,55,4,3,7,24,11,69
115,38,4,5,10,35,9,32
116,42,3,5,7,26,12,72
116,56,4,4,4,13,24,504
152,52,3,4,10,35,9,36
65,55,6,8,37,75,5,6
99,44,4,6,7,26,11,59
140,59,3,3,7,26,12,75
104,47,4,4,7,27,10,47
104,52,4,4,6,20,13,104
119,53,4,3,6,21,12,95
138,54,4,3,6,18,12,109
103,51,4,4,6,21,13,107
129,59,4,3,6,23,12,75
118,55,4,3,6,20,13,107
124,44,4,4,9,33,9,33
75,37,6,13,19,56,7,14
123,55,4,3,5,19,14,129
101,41,4,5,6,17,13,132
123,51,4,4,10,30,9,34
97,41,4,5,5,20,15,137
144,49,3,3,5,19,15,147
122,44,4,4,7,27,11,65
119,59,4,3,7,27,11,56
112,51,4,4,6,23,13,96
114,51,4,4,5,15,17,236
32,33,9,38,60,89,5,3
105,53,4,4,8,30,10,48
122,56,4,3,18,53,7,13
155,46,3,4,7,26,11,69
120,46,4,5,9,32,9,38
113,50,4,3,5,18,15,154
124,54,4,3,8,28,10,51
93,38,4,7,7,26,11,68
108,46,4,5,7,25,11,64
128,53,4,4,12,38,8,25
95,41,4,6,5,17,18,224
120,48,4,4,7,23,12,87
120,53,4,3,6,26,13,99
122,61,4,3,13,42,8,20
131,45,4,4,5,18,17,190
124,55,4,3,9,28,9,42
124,59,4,3,8,33,10,44
145,53,4,3,7,25,11,59
111,43,4,5,6,23,12,83
111,43,4,4,6,20,11,77
90,48,4,5,6,19,13,122
40,40,7,21,45,70,5,5
136,56,4,3,11,33,8,25
118,68,4,2,6,27,12,83
20,41,8,25,121,52,4,4
100,50,4,4,5,17,15,156
109,50,4,4,12,39,8,22
89,48,5,6,27,57,6,7
92,41,4,6,5,16,17,228
109,48,4,4,5,18,16,171
115,52,4,3,4,14,21,381
127,59,4,3,6,20,13,108
101,51,4,4,6,20,13,106
142,49,3,4,7,22,11,64
132,57,4,3,7,24,11,68
131,50,4,3,6,23,12,90
111,53,4,4,21,55,6,11
78,37,5,8,7,24,11,75
102,47,4,5,8,27,10,45
112,52,4,4,10,35,9,34
126,61,4,3,7,21,12,87
136,56,3,3,8,27,10,46
126,57,4,3,6,23,13,104
80,64,5,4,16,46,7,19
87,42,5,8,10,34,9,38
130,51,4,3,7,26,11,67
102,48,4,4,5,13,22,478
110,53,4,4,6,19,13,104
110,50,4,4,5,17,16,179
119,59,4,3,5,15,16,234
133,55,4,3,6,24,12,75
94,40,5,9,9,34,9,40
41,35,8,28,29,57,6,11
70,46,5,10,7,29,11,57
11,34,10,46,125,51,4,5
119,60,4,3,106,92,3,2
120,69,4,2,5,18,14,146
128,56,4,3,7,23,13,97
124,57,3,3,4,16,20,282
124,51,4,4,7,22,12,82
135,52,4,3,8,30,10,51
118,44,4,5,6,21,14,126
129,54,4,4,6,18,13,119
53,47,7,14,16,45,7,18
129,49,4,4,5,19,16,165
38,36,8,32,69,82,5,3
77,42,6,11,27,63,6,9
127,60,4,3,10,35,9,31
114,56,4,3,7,21,11,77
21,50,7,17,99,70,4,3
131,49,4,4,7,30,11,57
106,51,4,4,5,16,15,176
121,54,4,4,4,14,26,545
76,40,6,13,14,45,8,21
131,54,4,3,15,49,7,18
68,36,7,20,37,64,5,6
122,46,4,4,5,18,17,218
141,55,3,3,11,40,8,27
65,39,6,13,28,60,6,8
143,46,3,4,9,28,9,33
134,55,4,3,6,21,13,107
133,51,3,3,14,40,7,17
126,53,3,3,6,19,12,97
111,48,4,4,4,14,24,422
103,56,4,4,7,27,11,59
103,48,4,4,5,17,17,218
137,53,3,3,5,19,15,153
126,46,4,4,6,22,14,120
115,56,4,3,10,32,8,28
156,42,3,4,11,37,8,23
120,60,3,3,13,44,8,21
128,58,4,3,9,32,10,42
59,43,6,13,50,80,5,5
114,40,4,5,6,25,13,99
140,48,3,4,8,29,10,44
37,33,8,34,16,42,7,17
111,46,4,4,8,30,10,50
91,42,4,5,6,22,13,107
124,47,4,4,4,14,24,427
117,56,4,3,6,24,13,98
109,48,4,4,9,34,10,40
151,59,3,3,6,24,13,105
108,55,4,4,6,19,12,104
71,37,6,11,15,48,8,19
107,50,4,4,5,20,16,166
130,51,3,4,10,39,9,30
138,48,3,4,17,51,7,14
129,52,4,3,6,19,12,99
81,43,6,11,21,52,7,13
114,49,4,4,7,20,10,70
112,55,4,3,5,15,17,249
103,44,4,5,8,24,9,44
27,45,8,20,16,43,7,18
154,53,3,3,5,17,17,228
89,67,5,4,4,12,31,796
84,44,4,5,6,20,13,102
38,35,8,29,40,67,5,6
140,52,4,3,24,56,6,8
116,59,4,3,22,59,6,10
83,41,5,9,45,77,5,4
123,53,4,3,11,39,9,29
125,60,4,3,5,15,16,208
97,49,4,4,7,24,11,70
136,52,4,3,5,20,14,133
91,50,5,6,24,57,6,10
103,43,4,6,4,13,21,380
82,39,5,8,12,39,8,23
127,53,3,4,6,17,14,145
23,32,10,44,64,79,5,4
105,45,4,4,5,18,16,176
130,57,3,3,33,63,5,5
119,51,4,3,6,21,13,119
112,55,4,4,15,44,7,15
40,43,7,18,115,79,4,3
128,50,4,3,4,14,21,359
164,48,3,4,6,22,12,97
63,42,6,13,34,65,6,7
129,52,3,3,6,19,11,82
112,35,4,7,6,16,14,157
129,51,4,3,6,20,13,101
106,54,4,4,8,29,10,50
110,50,4,4,5,17,16,189
117,43,4,4,6,16,14,172
120,53,3,3,7,26,11,63
97,44,4,5,5,16,14,168
157,53,3,4,6,20,12,98
98,55,4,4,4,13,23,486
156,49,3,4,6,18,13,126
109,51,4,4,5,17,15,156
132,50,3,4,6,19,12,99
125,47,4,3,8,31,10,44
54,44,7,14,20,50,7,13
123,56,4,3,4,13,25,541
144,48,3,4,6,21,13,96
130,55,4,3,10,32,9,34
119,49,4,4,6,17,14,146
110,60,4,3,5,17,16,193
129,58,4,3,5,17,19,251
105,46,4,4,5,20,14,126
138,53,3,3,6,25,12,87
94,49,4,4,7,27,11,66
102,47,4,5,13,44,8,24
82,63,5,5,97,75,4,3
50,31,7,29,16,46,7,19
108,51,4,4,6,22,12,84
67,43,6,13,23,56,6,11
126,53,3,3,8,30,10,42
99,42,4,5,4,13,22,437
139,55,3,3,6,22,12,95
46,37,8,27,27,56,6,10
23,36,9,37,58,61,5,5
122,56,4,3,32,68,6,7
65,40,6,12,9,33,10,42
113,85,4,2,8,33,11,60
42,40,8,25,19,48,7,15
112,56,4,4,6,18,14,145
72,43,5,6,6,19,12,94
132,59,3,3,19,51,7,12
69,39,6,15,11,39,9,30
139,49,3,4,6,26,12,84
111,79,4,2,91,95,4,2
142,64,3,3,43,82,5,4
129,62,4,2,19,54,7,13
12,35,10,42,96,58,4,4
115,75,4,2,5,16,19,281
116,60,4,3,4,14,21,391
129,56,4,3,6,23,12,84
111,52,4,4,6,18,13,112
108,44,4,4,5,17,15,166
128,54,4,3,7,23,11,76
73,52,6,8,44,80,5,5
50,49,6,12,18,45,7,15
66,49,6,10,20,53,7,12
108,49,4,4,7,32,11,60
149,60,3,3,6,22,13,106
112,46,4,4,6,24,11,69
121,50,4,4,5,16,14,157
48,47,6,13,65,83,4,3
121,54,4,4,5,18,15,159
111,52,4,4,6,22,11,65
112,50,4,4,5,16,15,184
128,51,3,3,9,34,9,39
101,41,4,6,4,15,20,324
136,58,4,3,9,27,10,47
106,40,4,5,6,18,13,124
101,36,4,7,6,22,12,80
130,57,4,3,9,34,9,38
129,49,4,4,16,45,7,15
97,42,4,5,6,23,12,91
128,56,4,3,6,25,13,89
43,34,8,27,41,75,5,5
123,56,4,3,6,25,12,82
120,53,4,3,7,26,10,51
95,44,4,5,5,17,15,162
114,49,4,4,5,16,18,261
82,41,4,6,6,16,15,183
134,54,4,3,8,26,10,50
123,55,4,3,6,22,12,89
114,51,4,3,6,19,13,109
141,56,4,3,6,19,11,87
105,48,4,4,5,15,16,218
114,53,4,3,5,15,17,223
125,47,3,3,6,22,12,77
124,52,4,4,5,15,17,215
107,52,4,4,9,30,9,36
102,49,4,5,6,18,12,102
120,50,3,4,6,18,13,121
160,53,3,4,5,22,14,117
99,54,5,5,148,80,3,3
126,56,4,3,6,19,13,105
110,42,4,4,7,29,11,55
147,54,3,4,10,33,8,26
142,52,3,3,12,39,8,21
96,49,4,4,9,33,9,39
